caption,is_event
"🎼cheers to everyone who came to our magical AGM

All the best to the new term of 24/25✨️🎶

#mmu #mmumalaysia #concert #orchestra #multimediauniversitycyberjaya #multimediauniversity #shsommu #music #orchestraconcert #musiclovers #livemusic #orchestralovers #creativearts #universityevents #cyberjaya #keepingupwiththetrend #shsoontop #orchestramusic #instapost",0
"Happy 2025🎉 New year means new secrets 🙊🤫 what's gonna be happening at our AGM❓️❓️ 

#mmu #mmumalaysia #concert #orchestra #multimediauniversitycyberjaya #multimediauniversity #shsommu #music #orchestraconcert #musiclovers #livemusic #orchestralovers #creativearts #universityevents #cyberjaya #keepingupwiththetrend #shsoontop #orchestramusic #instapost",0
"The wait is over!
We’re thrilled to announce the official results for the REX Recruitment 2025. A huge thank you to everyone who stepped up and showed their passion, energy, and ideas.

Congratulations to our new REX members !!! your journey starts now! Let’s redefine excellence, together.",0
"Greetings Everyone!! 📢📢📢

We are back from the long inactivity !!!! To start off the semester term 2023/2024, we will be having our first non - interaction and virtual annual general meeting 🔥🔥 !!!! 

Above are the AGM posts that contain information about our motives for 2024  new committees and past events. ✨✨ Let's dive into 2024 with anticipation and excitement 🥳🥳 !!!

Thank you for all the SUPPORT and PATIENCE , we as the new term committees are excited to serve our objectives to all of you MMU PEEPS. 

Do follow our IG for more updatesss 🥰

From,
MMU Cyber Badminton Club 🏸",0
"We extend our heartfelt thanks to everyone who joined the event and the committee who worked behind-the-scenes! ❤️ Your support and enthusiasm turned the event into a truly magical experience ✨️🎶

🎼 This event, jointly organized by Student Lifestyle & Experience (STyLE) @style_mmu and the Siti Hasmah Symphony Orchestra, was not just a celebration of music but also of unity and cultural pride 🎶 

#mmu #mmumalaysia #shsommu #orchestra #concert #orchestraconcert #malaysia #multimediauniversity #music #musicalinstrument",0
"🏸🔥 *It’s game time!* 🔥🏸

The MMU Cyberjaya Badminton Club is facing off against Heriot-Watt in an exciting friendly match! 🏆

📅 Date: 4 February 2025
🕒 Time: 8:30 pm - 10:30 pm
📍 Venue: Shaftsbury Sports Cyberjaya

Come join us for fierce rallies and plenty of fun! Whether you’re rooting for MMU or Heriot-Watt, your support means the world to our players. 🙌💪

Who’s your pick for the win? Drop your predictions below! 🏸💬

#MMUCyberjaya #FriendlyMatch",1
"Hey MMU Cyberjaya Chess Club Members♟️🌟
You're invited to our Annual General Meeting happening on:

📅Date: 23rd April 2025
🕧Time: 7:30PM – 9.30 PM
📍Venue: CNMX1005 CLC

Dress code: Smart Casual

Refreshments will be served and there's an important announcement you won't want to miss!

Let’s gather, reflect on our journey, and plan our next moves together. See you there!

For more enquiries: 
016-2587025
Bhuvanesh Rao 
Secretary term 24/25",1
"🏮🐉 Happy Chinese New Year 2025! 🎉

Wishing you joy, prosperity, and powerful smashes this Year of the Dragon! 💪🏸

From MMU Cyberjaya Badminton Club, have an amazing Lunar New Year! 🏆✨
#YearOfTheDragon #MMUBadmintonClub",0
"Quack your way to our booth!
MMU CBC is splashing into CSRW this 14 & 15 April (Mon & Tues), right in front of MPH (CLC 24) from 10AM – 3PM!
Join the flock 🦆, smash your semester 🏸, and let’s make badminton your new obsession!

Don’t duck out — see you there! 💥✨",1
"MMU CYBERJAYA CHESS CLUB (MCCC) IS OPEN FOR RECRUITMENT FOR HICOM POSITIONS. Embark on a strategic journey with us at the Chess Club! The MMU Cyberjaya Chess Club is looking for recruit members to be a part of the club’s High Committees!!! Join a community where strategy meets camaraderie, where every move matters, and victories are celebrated together. Are you interested and curious about joining the team and trying to lend a hand? Join our club team and gain great experience!! So, do apply now to be a part of the HIGH COMMITTEE TERM 2024/2025!!!

Submit your applications here 
https://forms.gle/87V5VhdC4LCiSCt19

We hope that we can meet you soon in the interview See you guys soon! :) Thank you.

For any enquiries, pls contact :
+60 16-611 3563 (Maliny, President)
+60 14-270 2915 (Kalla, Vice President)",0
"MMU Shuttle Bus Service 

Dear Students, 

Here's the new timetable for MMU Daily Shuttle Service. 

Yours truly, 
Students' Representative Council 
2023/2024",0
"PTPTN4U STUDENT GUIDE HANDBOOK📖 

📢 Exciting news! 

The PTPTN4U Student Handbook is out now! 📘✨ Whether you have questions about the PTPTN Education Loan or need guidance, this handbook has all the answers you need. 

Check it out and stay informed! 

Yours truly,
Students' Representative Council
2023/2024",0
"UPDATE: The date of the Welcoming Night is on the 23th which is on Tuesday. Sorry for any confusion 😅.

Welcome to all Radio MMU members! Marks the beginning of an exciting journey filled with creativity, passion, and endless possibilities. Let's make every moment count! 🎙️📻

#RadioMMU #WelcomeDay",0
"Dear MMU Students,

The MMU Swimming Club is excited to announce the registration for *Life Saving 101: LSSM Bronze Medallion Certification* — your chance to learn essential lifesaving skills and earn a recognized certification!

This course includes 4 professional training sessions and 1 *certification* test, conducted by a certified coach.
Whether you’re aiming for lifeguard qualification, water safety skills, or just to level up your swimming, this programme is for you!

Outside, this certification usually costs RM650 to RM1000 —
At MMU, you’re getting it for as low as RM260!
(The *CHEAPEST* you’ll find in the market!)

⸻

🛟 Pre-requisites:
	•	Able to swim 100m continuously
	•	Able to swim 300m (any stroke)
	•	Able to dive and retrieve an object from a depth of 20m
✅ A pre-requisite test will be conducted on 28 April 2025, from 8:00 PM to 10:00 PM.

⸻

📍 Venue:
MMU Swimming Pool

📅 Programme Period:
March/April 2025 Trimester (Official dates to be announced)

🕒 Training Sessions:
During MMU Swimming Club members’ swimming sessions.

⸻

🗓️ Last Date to Register:
28 April 2025

💰 Fees:
	•	RM260 (MMU Swimming Club Members)
	•	RM350 (Non-Members)

(Compared to outside — this is a steal!)

⸻

For inquiries, contact:
Ahmad Daniel Ikhwan Bin Rosli
Vice-President, MMU Swimming Club
📞 +60 11-6565 6758

Register now:
https://forms.office.com/r/z6CGfTKx0r",1
"🏊‍♂️ Hello MMU Swimming Club Members! 🌊

We’re excited to announce our first members’ session of the trimester, happening right after CSR Week!

🔔 Heads up:
At the end of the session, we’ll be hosting a voluntary time trial to assess swimmer performance.
Feeling a little competitive? 😏 Dive in! We’ll be using the results to consider swimmers for future events or competitions — so stay tuned!

See you there!",0
"🌟 MMU Swimming Club Needs YOU!

Dive into a leadership role and help steer the club to success! We’re recruiting for:

🦖  Secretary
🦖  Treasurer
🦖  Logistics
🦖  Publicity
🦖  Coaching
🦖  Events

No experience? No worries—passion is all you need!

📩 Apply now: scan the QR code.

Dive with us! 🌊",0
"Never have I ever tried a Baguette Pizza? What?!? You have never tried a Baguette Pizza?!? Well you’re in luck because we be selling those at the *MMU Bazaar Week!* From 14 Jan to 16 Jan, Lecture Hall, stall 15. Share us around! Tell a friend and see you there!
#mmubazaarweek #mmubazaar2020 #fundraiser #mmucyberjaya #mmuarcheryclub #kingcobraclan",0
"🎧 Want to spin your way into the spotlight? Join us at Radio MMU/Deejay Club as we're on the lookout for fresh talent to light up the airwaves! 🔥 Scan the QR code to register and let your potential shine! 🌟 

#RadioMMU #DeejayClub #NewCommitteeSearch #cyberjaya #MMU #mmucyberjayacampus",0
"On the 15 February we face some new challenges over at MMU Melaka. Archery Intervarsity 2020 Competition. Congratulations to the medallist and winners! 🎉

#archeryintervarsity2020 #ai20 #mmucyberjaya #mmumelaka #mmuarchery #kingkobraclan",0
"Meet the powerhouse behind the beats! 📻 Our vibrant committee✨ is ready to bring the rhythm to your life.🎶 Get ready to groove with us!❤‍🔥

🎙DeejayClub🎧",0
"Come hang with us, Communication Society at MMU LAND S.E.E Day 🗺️ We’ll be there with games and a glimpse into what makes comms life so exciting ✨

Date: 26–27 April 2025
Time: 10AM – 4PM
Location: Starhub, FCM Building Level 3, MMU Cyberjaya

Whether you’re a student figuring things out or a parent exploring options 🤔we’ve got something for you. 🤫🫵🏼
See you there?

#writeyourstorywithcommsoc #yourstorybeginshere #commsoc",1
"To be a legend, one must learn from the experienced. Introducing, our coach, Coach Ramesh! 
#kingcobraclan #mmuarchery #mmuathletes #mmucyberjaya",0
"🌊✨OASIS OUTREACH: OPEN INTERVIEW!🌟 

Aloha, Island Explorers! 🏝️

Open Interview is now riding the wave — dive in and show your potential!🔥🤩

We’re looking for passionate individuals to join our team for an exciting community program at ✨a secret island✨!

What do we have?
- Handling activities with island school students 🤗
- Engaging with local people in the island 🏘️
- Leisure activities with committees! 🤿

Apply now to build a better community! Who knows..if we can snorkeling together? 👀

📌 Register through the link in our bio or scan the qr code now by 9 May, 6PM to secure your spot! 🫵🏻🌟",1
"Manchmal ist der härteste Gegner, den wir haben, der Blick im Spiegel. Aber genau da liegt auch unsere größte Kraftquelle. Denk dran: Du bist dein stärkster Antrieb. Setz dir deine Ziele, steig über deine Schatten und zeig der Welt, was in dir steckt. 

#niemalsaufgeben #kämpferherz #selbstmotivation #fitnessmotivation #mindset #beastmode #trainhard #selbstliebe #zielstrebig #fitnessjunkie #workoutmotivation #powerthrough #gewohnheitenändern #motivationboost",0
"🌟New lineup for Netbees Highcomms 24/25🌟

Say hello to our new lineup for the Executives - the visionary leaders at the helm of Netbees, guiding the direction, driving the mission, and shaping the path forward. 🏛️✨

🏐 NUR AMIRA DAYANA (PRESIDENT)
🏐 FARAH ALYA (VICE PRESIDENT)
🏐 TIVAASHENY (SECRETARY)
🏐 SHAIZATUL PUTERI FAZARINA (TREASURER)

Together, they’re set to bring fresh energy, dedication, and teamwork to the table — driving Netbees forward and making this term one to remember. Let’s give them our full support as they begin their journey! 🐝💛✨",0
"🌟New lineup for Netbees Highcomms 24/25🌟

Say hello to our new lineup for Publicity & Sponsorship divison -  the team that amplifies our presence and builds meaningful partnerships to support Netbees’ growth! 🖋️🎨🤝✨

🏐 NURSYARAH ATIQAH (HOD)
🏐 AFIQAH AUNIE (AHOD)

Together, they’re set to bring fresh energy, dedication, and teamwork to the table — driving Netbees forward and making this term one to remember. Let’s give them our full support as they begin their journey! 🐝💛✨",0
"Falls ihr heute mit der Disziplin ringt. Es ist ganz normal. Disziplin wird Stück für Stück aufgebaut, nicht über Nacht geschenkt. Es ist entscheidend, dem Kopf klarzumachen, dass das, was wir tun, seinen Wert hat. Und vergesst nicht: Belohnt euch regelmäßig für die kleinen Siege, damit ihr nicht das Gefühl bekommt, eure Anstrengungen seien umsonst. Nur so bleibt ihr dran und werft nicht alles hin. Es geht darum, den Unterschied zu erkennen zwischen dem, was wir sofort wollen, und dem, was uns langfristig am Herzen liegt.

 #disziplin #motivation #belohnung #durchhaltevermögen #zielsetzung #persönlichkeitsentwicklung #kleineschritte #erfolgsmindset #besteversion #disziplinbringtresultate #geduld #selbstmanagement",0
"⚡ Great News Incoming! ⚡

The new MMU Volbees Club Tee is officially here and available for preorder! Get your hands on the latest Volbees Club Tee, designed for both style and comfort. Made from high-quality microfiber polyester (170 GSM), this lightweight and breathable fabric is perfect for volleyball sessions, matches, or casual wear.

Pre-Order Details:

📌 Pre-order period: 25/3/2025 (Tuesday) – 28/3/2025 (Friday)
📌 Price: RM20 (Members) | RM23 (Non-Members)
📌 Collection location: TBA
📌 Collection dates: 14/4/2025 (Monday) – 15/4/2025 (Tuesday)

Don’t miss out on this fresh design—secure your tee today before prices go up! 🏐💛

Click the link below or scan the QR code in the poster to place your order:
https://forms.office.com/r/gU9Dx8rLMc

✉️ For any inquiries, please contact:
📩 @volbees_mmu
📞 011-10798378 (Zhi Yun)

Best regards,
MMU Volbees / MMU Volleyball Club 24/25
“One Dream, One Team”",0
"🎉🐾 GO WILD with MMU Cyberjaya Volleyball Club at CSRW 2025! 🐾🎉

Come join the MMU Cyberjaya Volleyball Club—where we train harder, compete with passion, and have fun every step of the way. Whether you’re new to volleyball or a seasoned player, there’s a spot for YOU in our pack! 🦅🐺🐆
Unleash your wild side and be part of the action this CSRW!

🌟 What’s waiting at our animal-themed booth?
✅ Fun mini games & activities
✅ Meet our passionate team
✅ Exclusive access to our brand-new CLUB-TEE drop! 👕🔥
✅ Take the first step in your epic volleyball journey! 🏐

Want in? Fill in the forms now!
Club Registration: https://forms.office.com/r/fUY7SVTEsM
Club Tee Order: https://forms.office.com/r/ekpv5maRWU

📅 Date: 14–15 April 2025
⏰ Time: 10 AM – 4 PM
📍 Venue: In front of CNMX 1003

Drop by and discover where your volleyball journey begins!
It’s time to serve with power, spike with pride, and celebrate the game! 🎊🐾

Sincerely,
MMU Volbees / MMU Volleyball Club 24/25
“One Dream, One Team.”

#MMUCyberjayaVolleyballClub #CSRW2025",0
"Behind every great event is a great team! 🌟 Meet the faces that make it all happen at WATERSPORTS Club. With passion, dedication, and a love for water sports, our committee is here to keep the momentum going!💦

Secretary Assistant: Lau Hui Weng
Treasurer: Cheong Tuck Hong
Multimedia: Myra Ng Kai Lynn

#watersports #mmudragonboat #mmudragonboatteam #watersportsclub",0
"Change isn’t meant to be easy. It’s meant to rip up your roots and put you in new soil where your roots can deepen. It’s going to be ok in the long run.

#buildyourself",0
"Behind every great event is a great team! 🌟 Meet the faces that make it all happen at WATERSPORTS Club. With passion, dedication, and a love for water sports, our committee is here to keep the momentum going!💦

President: Loh Kuan Qian
Vice President: Tee Xin Qing
Secretary: Diviyah a/p Saravanan

#watersports #mmudragonboat #mmudragonboatteam #watersportsclub",0
"🌊 MMU Watersports Club Weekly Training Schedule

Never stop paddling!
Our training sessions are designed to help us grow stronger, faster, and closer as a team.

🎉 For just RM 8, you can start your watersports journey with us!

🏋🏻‍♀️ Gym 
🔥 Physical Training
🚣🏻 Water Training

🚫 No training on Thursdays – rest and recharge!

Attendance is compulsory for the race team, so let’s give 110%!

📍Register now via the link in our bio!

Let’s paddle hard, dream big, and stay unstoppable! 🔥

#mmuwatersports #mmudragonboat #mmudragonboatteam",0
"‼️ ANNOUNCEMENT ‼️
🏐 Updated Weekly Schedule – MMU Cyberjaya Volleyball Club 🏐

We’re excited to roll out our new weekly session schedule, designed to create a more dynamic and enjoyable environment for all members. Whether you’re looking to improve your skills, enjoy a friendly game, or just stay active, we’ve got something for you every night of the week!

🔥 Join us for:
Members Day, Funplay sessions, Girls Training, and Boys Training – each designed to suit different playing styles and goals. ✨

⸻

📅 Weekly Schedule:
🔹 Monday: Girls Training (8:00 PM – 11:00 PM)
🔹 Tuesday: Funplay (9:00 PM – 11:45 PM)
🔹 Wednesday: Members Day (9:00 PM – 11:45 PM)
🔹 Thursday: Boys Training (9:00 PM – 11:45 PM)
🔹 Friday: Funplay (9:00 PM – 11:45 PM)

⸻

📌 Reminders Before You Play:
🚭 Smoking and vaping around the court area are strictly prohibited.
👟 Sports shoes are required — no shoes, no play.
👕 Please come dressed in suitable sports attire.

✅ Daily attendance is not compulsory — feel free to come and go as you wish.

⸻

Let’s make the most of our time on the court — see you there!
🏐💪

Best regards,
MMU Volbees / MMU Volleyball Club 24/25
“One Dream, One Team”",0
"Behind every great event is a great team! 🌟 Meet the faces that make it all happen at WATERSPORTS Club. With passion, dedication, and a love for water sports, our committee is here to keep the momentum going! 💦

Trainer: Low Jia An
Quartermaster: Tan Kai Feng
Quartermaster: Tee Tong Wing

#watersports #mmudragonboat #mmudragonboatteam #watersportsclub",0
"Sweet Treats & Cute Finds at Makey-Makey IU Booth!

Craving something cool? Try our Pudding IU:

- Tutti Frutti Pudding 🍓🍊
- Honeydew Dadih 🍈🍯

Only RM 1.90 each!

Take your Tutti Frutti today to color your day! 🌈✨

Also check out our adorable merch:

Capybara Keychain – RM 5 
IU Totebag – RM 15 (Members) | RM 20 (Non-members) 🛍️

Central Plaza | 11AM - 5PM 📍🕚

#WeShareBecauseWeCare 
#UpholdingTheFamilyHood 
#IUCyber",0
"💫Presenting Salam Circle 💫

A collaboration program between Marhaban Ahlan and Kalam Jannati is now making a comeback! 🥳

This program is designed to welcome new members to the Institusi Usrah Club while offering a fun and enjoyable sharing session! 😆

🗓 Date: 29 April & 6 May 2025 (Tuesday)
🕔 Time: 7:00 PM – 9:00 PM
🕌 Venue: Prayer Room HB2 (muslimin) & HB3 (muslimat)

Open to all MMU students! ✨
See you there!😉

#WeShareBecauseWeCare 
#UpholdingTheFamilyHood 
#IUCyber",1
"[MMU HORNBILLS REDS SPONSORSHIP OFFER]

Over the years, the MMU Hornbills Reds have competed in numerous prestigious tournaments, showcasing remarkable determination and skill on the field. From securing championship titles to achieving notable positions in various competitions, our team’s journey is filled with success and growth.

Here are some of our recent highlights:

	•	Champion Plate at Masiswa 10s 2022
	•	3rd Cup at Putrajaya 10s 2023
	•	Champion Shield at Balik Pulau 7s 2024
…and many more!

We are proud of our achievements and continue to aim higher with each tournament. Thank you to our dedicated players, coaches, and supporters for being part of this incredible journey.

📢 Stay tuned as we continue to push boundaries and strive for more victories!

RUN | BLEED | LIVE
#mmuhornbillsreds #mmucyberjaya",0
"[MMU HORNBILLS REDS SPONSORSHIP OFFER]

Become a valued sponsor of the MMU Hornbills Reds and leverage a platform that offers unparalleled brand exposure, social media promotions, and diverse networking opportunities. With the growing support of our community and the passion of our team, your brand will have the chance to reach a wider audience, while aligning with the spirit of sportsmanship and excellence.

This is your opportunity to engage in promotional campaigns, raise awareness for your business, and benefit from the extensive exposure that comes with being a part of MMU Hornbills Reds.

Don’t miss out on the chance to elevate your brand with us!

📩 For more information on our sponsorship packages, feel free to contact us.

RUN | BLEED | LIVE
#mmuhornbillsreds #mmucyberjaya",0
"🎉 JERSI BARU MMU FC DAH MENDARAT, GUYS! 🎉

Nak nampak lebih stylo dekat campus? Nak training pun nampak hensem !! 😎
⠀
🔥 Jersi Official MMU dah ready — confirm selesa, confirm padu!
⠀
✅ Material ringan & breathable
✅ Potongan smart, confirm fit
✅ Sesuai untuk lepak, sukan, atau event kampus
⠀
💥 Pre-order dah buka guys! Jangan tunggu lama-lama!
⠀
📍 Pakai jersi baru, kasi gegar MMU!
⠀
👉 Klik link kat bio atau DM terus kalau nak lock order

#kronosmalaysia 
#insportswetrust 
#kronosxmmufc 
#ligaipt2025",0
"Assalamualaikum, everyone 🤗

Institusi Usrah is back with a two-day club registration week. There will be exciting activities and sales at our booth. So, come and visit our booth in front of MPH and don't forget to invite your friends! ✨

🗓️ Date: 14-15 April 2025
🏠 Venue: Opposite MPH, Central Lecture Complex (CLC)
⏳ Time: 10am - 6pm

See you all there!

#UpholdingTheFamilyHood #IUCyber ​​#mmucyberjaya",0
"Happy Labour Day!✨

Today, we honor the dignity of work and the hands that build our world. May Allah bless all workers with strength, fairness, and barakah.🤲

#WeShareBecauseWeCare 
#UpholdingTheFamilyHood 
#IUCyber
#labourday",0
"📅 Kalendar Puasa: May 2025 | Zulkaedah 1447 H

Assalamualaikum semua! Berikut adalah tarikh-tarikh untuk melaksanakan ibadah puasa sunat sepanjang bulan Zulkaedah 🤗

🌼 Puasa Sunat Isnin: 7,21,28 May
🌼 Puasa Sunat Khamis: 3,10,17,24 May
🌼 Puasa Hari Putih: 12,13,14 May

Marilah kita memperbanyakkan berpuasa sunat dan semoga amal ibadah kita diterima oleh Allah SWT.🌿

#IUCyber #UpholdingTheFamilyHood #WeShareBecauseWeCare",0
"🚀 Tech Career Day 2025 – Shape Your Future in Tech! 🚀

IT Society MMU Cyberjaya invites you to the biggest tech career event in MMU! Join us on 29th May 2025 (10AM–6PM) at the Multipurpose Hall (MPH), MMU Cyberjaya, for a day packed with opportunities, inspiration, and connections. 

✨ Why Attend?
🔹 Meet top employers like TM, RunCloud, Ant International, and more! 
🔹Explore careers in R&D, cloud tech, IoT, and innovative digital solutions. 
🔹 Network with industry leaders and fellow tech enthusiasts. 
🔹 Gain insights from exclusive sessions and potential job openings! 

📌 How to Join? 
1️⃣ Register NOW via our Luma link: 🔗 [https://lu.ma/tdvv46ny] 
2️⃣ Or scan the QR code on the poster! 
3️⃣ Visit our website: 🌐 [www.itsocietymmu.com/tech-career-days](http://www.itsocietymmu.com/tech-career-days) 

Don’t miss this chance to launch your tech career! Tag your friends, share this post, and let’s build the future together. See you there! 💻💻 

#TechCareerDay2025 #MMUCyberjaya #TechNetworking #TechEvent",1
"[10S FRIENDLY MATCH]

Join us for an electrifying display of strength, speed, and strategy at our 10s Rugby Friendly Match! Come out and show your support for MMU Hornbills Reds as we take the field with passion and pride. Your cheers fuel our fight — let’s make this a match to remember!

Date : 10 May 2025
Time : 3PM - 7PM
Location : MMU Rugby Field Cyberjaya

RUN | BLEED | LIVE
#mmuhornbillsreds #mmucyberjaya",1
"Last weekend we took the team to a trip to JDT🐯

#kronosmalaysia
#insportswetrust
#sportsparagon
#kronosxMMUFC",0
"You can’t make a difference being like everyone else

#boxing #training #motivation #noexcuses",0
"[MMU HORNBILLS REDS SPONSORSHIP OFFER]

We invite you to partner with the MMU Hornbills Reds and showcase your brand to a diverse and engaged audience through our official team kits. With multiple sponsorship slots available, this is a unique opportunity to promote your business while supporting our talented athletes on their journey to success.

Your brand can be featured prominently on various parts of our jerseys, including prime spots for maximum visibility both on and off the field. As we continue to foster team spirit and excellence, your support will be a vital part of our journey.

🔗 Sponsorship tiers available:

	•	Sponsor 1 : RM3000
	•	Sponsor 2 : RM2500
	•	Sponsor 3 : RM2000
	•	Sponsor 4 : RM1000
	•	Sponsor 5 : RM1000
	•	Sponsor 6 : RM500

Align your brand with sporting excellence and be a part of the MMU Hornbills Reds community today.

📩 Contact us for more details and secure your spot now!

RUN | BLEED | LIVE
#mmuhornbillsreds #mmucyberjaya",0
"[CSRW APR 2024]

Deep in the heart of MMU’s jungle… the Hornbills Reds are calling — and we want YOU on the team ! Join us during Club & Society Registration 2025 and be a part legacy of strength , teamwork and unstoppable spirit !🏈🔥

Date: 14-15 April 2025
Time: 10AM - 5PM
Location: RUGBY CLUB BOOTH, CLC

SEE YOU THERE !!

#mmuhornbillsreds #mmucyberjaya",1
"Wishing everyone a vibrant and joyous Deepavali! May this festival of lights bring you prosperity, happiness, and the strength to overcome challenges. Let’s celebrate together as a united family. 
#MMUFC #Deepavali2024",0
"🔥 MMUFC Pride on the Big Stage! 🔥

We're beyond proud to announce that four of our very own—Hazeem Iman, Adam Ilmam, Arif Ilham, and Aiyubi Solahuddin—have advanced to the SUKMA 2024 Final representing Wilayah Persekutuan! 💪⚽️

The showdown is set for today at 3:00PM against Melaka at Stadium Mukah, Sarawak. 🏟️ Let's rally behind them as they aim for glory! 🏆

Give it your all, boys! We believe in you! 💯

#MMUFC #SUKMA2024 #RoadToVictory #FinalShowdown #WilayahPersekutuan #FootballFinals #SupportLocalTalent",0
"🦁 A huge shoutout to everyone who made Clubs & Societies Registration Week so amazing! ✨

Thank you for stopping by, signing up, and showing your support! 🙌🏼🎉 We’re so excited for the incredible year ahead with all of you. 🌟 Stay tuned for more updates, events, and fun adventures! 🐾

#PowerToTheOars #BornToBeTough #TrainedToBeRough",0
"🌿|OARS Committee Line-Up 25/26|🌿

#PowerTo TheOARS

#BornToBeTough

#TrainedToBeRough",0
"OARS Buddy Boost is Back! 🐒
Bring a friend, boost the fun, and earn rewards! 🐞🌿

Here’s how:

- Must be an active OARS member 
- ⁠Bring your OARS ID 
- ⁠Invite a non-OARS friend to join during CSRW! 🧑‍🤝‍🧑

Perks just for you:

1. Less than 5 invites = 10% OFF for events 
2. ⁠5 or more invites = 10% OFF for events + FREE towel 

The more friends you bring, the wilder the rewards!
Let’s grow our OARS fam together this CSRW week🌴

So swing by the jungle and bring your troop , the wild awaits!🔥",0
"Step into the Jungle of Finance!
Join us this 14 & 15 April from 9 AM - 4 PM for CSR Week and explore the wild world of investing with the Bursa Young Investor Club (BYIC)!

Scan the QR code to sign up — membership is only RM5!
Whether you’re a curious cub or a savvy lion, there’s something for everyone to discover.

Let’s grow together — financially and as a community!
#BYICMMU #CSRWeek2025 #FinancialJungle #JoinTheClub #MMUCyberjaya #StudentLife #InvestSmart",1
"［April Orientation Day 2025］🌟

Thank you everyone for joining our Orientation Day!🌟 Your presence made the event so much more lively and meaningful. 💕

We hope you had fun, made new friends, and got to know us better!

If there was anything that caused inconvenience, we sincerely apologize and truly appreciate your understanding.💭✨

Let’s keep the good vibes going! See you again at our next event!🤗

#mmubuddhistsocietycyberjaya #mmucyberjaya #mmu #orientationday #buddhist",0
"🌿 Join our Metta Camp 2.0 ！！!🧘‍♂️
Experience mindfulness, loving-kindness, and wisdom with Bhante Mahinda & Ven. Dhammapala. Open to everyone—bring your friends! 🙌
📅 Schedule:
🕗 8 AM - Depart from MMU
🍽️ 8:30 AM - Breakfast
🙏 9 AM - Puja & Metta Session 1 by Bhante Mahinda
🏛️ 11 AM - Exhibition Tour by Bhante Mahinda
🍛 12 PM - Lunch, Cleanup & Rest
📖 1 PM - 3 PM - Session with MMU & Ven. Dhammapala
🧘 3 PM - 4 PM - Metta Session 2 by Ven. Dhammapala
📝 4 PM - 4:30 PM - Conclusion by Bhante Mahinda & Ven. Dhammapala
☕ 5 PM - Tea Time & Return to MMU

📌 Registration Deadline: May 9
🔗 Sign up now: https://forms.gle/LkfHKUjYbwtgoycFA

Scan the QR code to register! ✅ 

#mettacamp #mindfulness s #joinus",1
"こんにちは、皆さん！

Hello everyone!

JCS is now recruiting for our next batch of High Committee members!
Looking to gain new experiences, meet amazing people, and bring Japanese culture to life on campus?
This is your chance to be part of the team!

Please scan the QR code above to register for an interview.

Application Information:
Date: 28 & 29 April 2025
Time: 7:00 PM – 10:00/11:00 PM
Venue: CLBR1023
Mode: Physical

We hope to see you guys soon 🌸",0
"You won’t want to miss these exciting activities!
From Scavenger Hunts to Indoor Games and even a Lucky Draw — there’s something for everyone!
Scan the QR code to learn more and join the fun.#MMUFun #StudentActivities #CampusEvents #ScavengerHunt #LuckyDraw #InteractiveLearning #ISSMMU",1
"🕹️💻Game Jam Registration📲🎮

If you have seen our recent posts and were wondering how to join, then here you are😊. After you scan the QR code, you will need to create a YouthOS account then you can fill up the information as usual📜

If you have any issues then please don't hesitate to DM us!",0
"🎓 Scholarships & Financial Aid at MMU 💰  Looking to pursue your studies at MMU but worried about finances? Don’t stress! We’ve got plenty of scholarships and financial aid options to help you achieve your dreams! 🌟  Here’s a list of opportunities you can apply for: 

1️⃣ PERBADANAN TABUNG PENDIDIKAN TINGGI NASIONAL (PTPTN) –  A popular student loan option that helps ease the burden of tuition fees for MMU foundation, diploma and degree students. 
2️⃣ JPA DERMASISWA B40 2025 –  Specially for students from B40 families, this government aid supports your tuition and living costs so you can focus on your studies without financial worries.
3️⃣ YTL FOUNDATION SCHOLARSHIP PROGRAMME –  Empowering future changemakers! This scholarship offers full sponsorship and development opportunities for high-achieving students with strong leadership potential and community spirit.
4️⃣ ACHIEVERS RESEARCH – For outstanding students in research programs. 
5️⃣ POSTGRADUATE MERIT – Rewarding high-performing postgraduate students. 
6️⃣ ZAKAT & FINANCIAL ASSISTANCE (YUM) – Support for those in need. 
7️⃣ MAYBANK EDUCATION FINANCING - i – Funding academic pursuits 
8️⃣ EPF E-PENGELUARAN EDUCATION – Offers Educational Withdrawal Facility 
9️⃣ OCBC PUBLIC SCHOLARSHIP – Open to first year undergraduates at government-recognised universities in Malaysia。 
🔟 BUDIMAS SCHOLARSHIP PROGRAM – Assistance for deserving students. 
1️⃣1️⃣ MMU INTERNATIONAL STUDENTS REBATES – For our international students 🌍.
1️⃣2️⃣ MMU SIBLINGS DISCOUNT – Helping families with more than one student! 
1️⃣3️⃣ MMU ALUMNI DISCOUNT – A special reward for our proud alumni. MMU 
1️⃣4️⃣ STAFF DISCOUNT – For MMU staff and their family.
1️⃣5️⃣ TM STAFF DISCOUNT – A special benefit for TM employees. 

Which scholarship or aid are you applying for? Let us know in the comments below! 👇📚 

#MMU #Scholarships #FinancialAid #Education #Opportunities #FutureLeaders #thereisuinmmu",0
"💪🏻 Redline Simulation Training Mode: ON!

Building strength, endurance, and teamwork for the next race. 🔥",0
